ATM_ID,Location,DateTime,CashBalance,R10Notes,R20Notes,R50Notes,R100Notes,R200Notes,WithdrawalAmount,DepositAmount,Downtime
ATM002,Sandton Mall,2026-08-03T17:20:00,105140.00,0,0,2,1,5,1200.00,1000.00,false
ATM002,Sandton Mall,2026-08-04T09:45:00,103940.00,1,2,1,7,2,1200.00,0.00,false
ATM002,Sandton Mall,2026-08-04T13:20:00,103740.00,0,0,0,4,4,1200.00,1000.00,false
ATM002,Sandton Mall,2026-08-04T17:00:00,104440.00,0,0,0,0,4,800.00,1500.00,false
ATM002,Sandton Mall,2026-08-05T09:20:00,103440.00,0,0,2,1,4,1000.00,0.00,false
ATM002,Sandton Mall,2026-08-05T13:20:00,102640.00,0,0,0,4,2,800.00,0.00,false
ATM002,Sandton Mall,2026-08-05T17:10:00,102240.00,0,0,2,1,1,400.00,0.00,false
ATM002,Sandton Mall,2026-08-06T09:10:00,101440.00,1,2,3,2,2,800.00,0.00,false
ATM002,Sandton Mall,2026-08-06T13:10:00,100940.00,1,2,1,2,1,500.00,0.00,false
ATM002,Sandton Mall,2026-08-06T17:30:00,100140.00,0,0,2,1,3,800.00,0.00,false
ATM002,Sandton Mall,2026-08-07T09:20:00,99640.00,0,0,2,5,2,1000.00,500.00,false
ATM002,Sandton Mall,2026-08-07T13:20:00,100540.00,0,0,0,0,3,600.00,1500.00,false
ATM002,Sandton Mall,2026-08-07T17:15:00,99940.00,0,0,0,2,2,600.00,0.00,false
ATM002,Sandton Mall,2026-08-08T09:00:00,99460.00,3,0,1,2,1,480.00,0.00,false
ATM002,Sandton Mall,2026-08-08T13:20:00,98860.00,1,2,1,1,2,600.00,0.00,false
ATM002,Sandton Mall,2026-08-08T17:00:00,98380.00,1,1,1,2,1,480.00,0.00,false
ATM002,Sandton Mall,2026-08-09T09:30:00,96880.00,1,2,1,2,6,1500.00,0.00,false
ATM002,Sandton Mall,2026-08-09T13:30:00,95880.00,0,0,0,2,4,1000.00,0.00,false
ATM002,Sandton Mall,2026-08-09T17:45:00,95880.00,1,2,1,5,2,1000.00,1000.00,false
ATM002,Sandton Mall,2026-08-10T09:45:00,95630.00,0,0,1,4,4,1250.00,1000.00,false
ATM002,Sandton Mall,2026-08-10T13:20:00,95630.00,0,0,0,2,4,1000.00,1000.00,false
ATM002,Sandton Mall,2026-08-10T17:30:00,95880.00,0,0,1,2,5,1250.00,1500.00,false
ATM002,Sandton Mall,2026-08-11T09:45:00,95080.00,1,2,1,1,3,800.00,0.00,false
ATM002,Sandton Mall,2026-08-11T13:30:00,94580.00,0,0,0,1,2,500.00,0.00,false
ATM002,Sandton Mall,2026-08-11T17:20:00,95580.00,0,0,0,1,2,500.00,1500.00,false
ATM002,Sandton Mall,2026-08-12T09:45:00,95080.00,3,1,1,0,2,500.00,0.00,false
ATM002,Sandton Mall,2026-08-12T13:45:00,94580.00,0,0,2,2,1,500.00,0.00,false
ATM002,Sandton Mall,2026-08-12T17:20:00,93580.00,1,2,1,1,4,1000.00,0.00,false
ATM002,Sandton Mall,2026-08-13T09:20:00,93780.00,0,0,2,1,3,800.00,1000.00,false
ATM002,Sandton Mall,2026-08-13T13:10:00,92580.00,2,4,0,1,5,1200.00,0.00,false
ATM002,Sandton Mall,2026-08-13T17:20:00,91380.00,1,2,1,1,5,1200.00,0.00,false
ATM002,Sandton Mall,2026-08-14T09:15:00,90880.00,0,0,0,1,2,500.00,0.00,false
ATM002,Sandton Mall,2026-08-14T13:20:00,90880.00,0,0,0,3,1,500.00,500.00,false
ATM002,Sandton Mall,2026-08-14T17:00:00,90080.00,1,2,1,5,1,800.00,0.00,false
ATM002,Sandton Mall,2026-08-15T09:30:00,89260.00,0,1,0,2,3,820.00,0.00,false
ATM002,Sandton Mall,2026-08-15T13:15:00,88440.00,2,0,0,2,3,820.00,0.00,false
ATM002,Sandton Mall,2026-08-15T17:45:00,86460.00,3,0,3,2,8,1980.00,0.00,false
ATM002,Sandton Mall,2026-08-16T09:20:00,86740.00,2,0,0,3,2,720.00,1000.00,false
ATM002,Sandton Mall,2026-08-16T13:30:00,86540.00,1,2,1,3,4,1200.00,1000.00,false
ATM002,Sandton Mall,2026-08-16T17:20:00,85340.00,0,0,2,5,3,1200.00,0.00,false
ATM002,Sandton Mall,2026-08-17T09:30:00,85040.00,1,2,1,1,3,800.00,500.00,false
ATM002,Sandton Mall,2026-08-17T13:20:00,84640.00,0,0,0,2,1,400.00,0.00,false
ATM002,Sandton Mall,2026-08-17T17:20:00,85140.00,1,2,1,4,0,500.00,1000.00,false
ATM002,Sandton Mall,2026-08-18T09:20:00,84740.00,1,2,1,1,1,400.00,0.00,false
ATM002,Sandton Mall,2026-08-18T13:45:00,83740.00,0,0,0,4,3,1000.00,0.00,false
ATM002,Sandton Mall,2026-08-18T17:30:00,83440.00,0,0,2,1,3,800.00,500.00,false
ATM002,Sandton Mall,2026-08-19T09:45:00,82740.00,0,0,0,4,4,1200.00,500.00,false
ATM002,Sandton Mall,2026-08-19T13:00:00,82340.00,0,0,0,0,2,400.00,0.00,false
ATM002,Sandton Mall,2026-08-19T17:30:00,82440.00,0,0,0,0,2,400.00,500.00,false
ATM002,Sandton Mall,2026-08-20T09:00:00,81620.00,2,0,0,0,4,820.00,0.00,false
ATM002,Sandton Mall,2026-08-20T13:20:00,79970.00,1,2,2,7,4,1650.00,0.00,false
ATM002,Sandton Mall,2026-08-20T17:45:00,79650.00,2,0,0,0,4,820.00,500.00,false
ATM002,Sandton Mall,2026-08-21T09:20:00,79650.00,1,2,1,2,1,500.00,500.00,false
ATM002,Sandton Mall,2026-08-21T13:15:00,79050.00,0,0,0,4,1,600.00,0.00,false
ATM002,Sandton Mall,2026-08-21T17:20:00,78050.00,0,0,0,4,3,1000.00,0.00,false
ATM002,Sandton Mall,2026-08-22T09:20:00,78350.00,1,2,1,5,3,1200.00,1500.00,false
ATM002,Sandton Mall,2026-08-22T13:20:00,77630.00,0,1,0,3,2,720.00,0.00,false
ATM002,Sandton Mall,2026-08-22T17:15:00,77170.00,1,5,1,2,3,960.00,500.00,false
ATM002,Sandton Mall,2026-08-23T09:10:00,75970.00,3,1,1,1,5,1200.00,0.00,false
ATM002,Sandton Mall,2026-08-23T13:10:00,75270.00,1,2,3,4,3,1200.00,500.00,false
ATM002,Sandton Mall,2026-08-23T17:20:00,74070.00,1,2,1,5,3,1200.00,0.00,false
ATM002,Sandton Mall,2026-08-24T09:00:00,73270.00,0,0,2,1,3,800.00,0.00,false
ATM002,Sandton Mall,2026-08-24T13:15:00,72270.00,1,2,1,1,4,1000.00,0.00,false
ATM002,Sandton Mall,2026-08-24T17:00:00,71770.00,0,0,0,1,2,500.00,0.00,false
ATM002,Sandton Mall,2026-08-25T09:20:00,70120.00,0,0,1,4,6,1650.00,0.00,false
ATM002,Sandton Mall,2026-08-25T13:15:00,69300.00,2,0,2,1,3,820.00,0.00,false
ATM002,Sandton Mall,2026-08-25T17:45:00,67650.00,1,2,4,2,6,1650.00,0.00,false
ATM002,Sandton Mall,2026-08-26T09:20:00,67050.00,1,2,1,1,2,600.00,0.00,false
ATM002,Sandton Mall,2026-08-26T13:20:00,66050.00,1,2,1,5,2,1000.00,0.00,false
ATM002,Sandton Mall,2026-08-26T17:10:00,66550.00,3,1,1,3,3,1000.00,1500.00,false
ATM002,Sandton Mall,2026-08-27T09:15:00,64900.00,1,2,0,4,6,1650.00,0.00,false
ATM002,Sandton Mall,2026-08-27T13:20:00,63920.00,1,1,1,3,8,1980.00,1000.00,false
ATM002,Sandton Mall,2026-08-27T17:20:00,62270.00,1,2,0,6,5,1650.00,0.00,false
ATM002,Sandton Mall,2026-08-28T09:10:00,60290.00,1,1,1,3,8,1980.00,0.00,false
ATM002,Sandton Mall,2026-08-28T13:45:00,59300.00,2,1,1,5,2,990.00,0.00,false
ATM002,Sandton Mall,2026-08-28T17:15:00,57320.00,1,1,1,3,8,1980.00,0.00,false
ATM002,Sandton Mall,2026-08-29T09:30:00,56360.00,2,2,0,1,4,960.00,0.00,false
ATM002,Sandton Mall,2026-08-29T13:20:00,55160.00,0,0,0,2,5,1200.00,0.00,false
ATM002,Sandton Mall,2026-08-29T17:15:00,53960.00,0,0,0,2,5,1200.00,0.00,false
ATM002,Sandton Mall,2026-08-30T09:00:00,53240.00,0,1,0,3,2,720.00,0.00,false
ATM002,Sandton Mall,2026-08-30T13:15:00,52280.00,1,0,1,3,3,960.00,0.00,false
ATM002,Sandton Mall,2026-08-30T17:30:00,51080.00,1,2,1,3,4,1200.00,0.00,false
ATM003,Soweto Township,2026-08-01T09:20:00,84040.00,1,0,5,5,1,960.00,0.00,false
ATM003,Soweto Township,2026-08-01T13:15:00,83680.00,1,0,1,1,1,360.00,0.00,false
ATM003,Soweto Township,2026-08-01T17:45:00,82720.00,0,3,0,7,1,960.00,0.00,false
ATM003,Soweto Township,2026-08-02T09:30:00,82360.00,0,3,2,2,0,360.00,0.00,false
ATM003,Soweto Township,2026-08-02T13:30:00,81880.00,1,1,3,1,1,480.00,0.00,false
ATM003,Soweto Township,2026-08-02T17:45:00,82520.00,1,5,1,2,0,360.00,1000.00,false
ATM003,Soweto Township,2026-08-03T09:20:00,81920.00,3,1,1,1,2,600.00,0.00,false
ATM003,Soweto Township,2026-08-03T13:10:00,82020.00,1,2,5,1,0,400.00,500.00,false
ATM003,Soweto Township,2026-08-03T17:20:00,82020.00,0,0,2,4,0,500.00,500.00,false
ATM003,Soweto Township,2026-08-04T09:15:00,83020.00,1,2,3,1,1,500.00,1500.00,false
ATM003,Soweto Township,2026-08-04T13:20:00,82820.00,3,1,1,1,0,200.00,0.00,false
ATM003,Soweto Township,2026-08-04T17:00:00,82520.00,0,0,0,1,1,300.00,0.00,false
ATM003,Soweto Township,2026-08-05T09:15:00,82820.00,0,0,0,0,1,200.00,500.00,false
ATM003,Soweto Township,2026-08-05T13:30:00,84120.00,0,0,2,1,0,200.00,1500.00,false
ATM003,Soweto Township,2026-08-05T17:15:00,85020.00,0,0,2,5,0,600.00,1500.00,false
ATM003,Soweto Township,2026-08-06T09:20:00,84520.00,1,2,1,0,2,500.00,0.00,false
ATM003,Soweto Township,2026-08-06T13:30:00,84620.00,1,2,1,3,0,400.00,500.00,false
ATM003,Soweto Township,2026-08-06T17:20:00,84820.00,2,4,4,3,1,800.00,1000.00,false
ATM003,Soweto Township,2026-08-07T09:45:00,84020.00,0,0,2,3,2,800.00,0.00,false
ATM003,Soweto Township,2026-08-07T13:45:00,83620.00,1,2,1,1,1,400.00,0.00,false
ATM003,Soweto Township,2026-08-07T17:20:00,83420.00,3,1,1,1,0,200.00,0.00,false
ATM003,Soweto Township,2026-08-08T09:45:00,84680.00,2,1,2,1,0,240.00,1500.00,false
ATM003,Soweto Township,2026-08-08T13:30:00,83960.00,3,2,3,3,1,720.00,0.00,false
ATM003,Soweto Township,2026-08-08T17:30:00,83000.00,1,0,3,6,1,960.00,0.00,false
ATM003,Soweto Township,2026-08-09T09:00:00,82750.00,1,2,4,0,0,250.00,0.00,false
ATM003,Soweto Township,2026-08-09T13:00:00,83000.00,1,2,2,4,1,750.00,1000.00,false
ATM003,Soweto Township,2026-08-09T17:15:00,82000.00,0,0,6,5,1,1000.00,0.00,false
ATM003,Soweto Township,2026-08-10T09:45:00,82750.00,1,2,2,1,0,250.00,1000.00,false
ATM003,Soweto Township,2026-08-10T13:20:00,83370.00,1,1,1,1,1,380.00,1000.00,false
ATM003,Soweto Township,2026-08-10T17:15:00,83870.00,1,2,1,2,1,500.00,1000.00,false
ATM003,Soweto Township,2026-08-11T09:15:00,84270.00,1,2,3,2,1,600.00,1000.00,false
ATM003,Soweto Township,2026-08-11T13:45:00,84270.00,2,4,0,4,0,500.00,500.00,false
ATM003,Soweto Township,2026-08-11T17:45:00,84070.00,0,0,4,0,0,200.00,0.00,false
ATM003,Soweto Township,2026-08-12T09:20:00,83770.00,0,0,2,2,0,300.00,0.00,false
ATM003,Soweto Township,2026-08-12T13:30:00,84770.00,1,2,1,2,1,500.00,1500.00,false
ATM003,Soweto Township,2026-08-12T17:15:00,83970.00,3,1,1,1,3,800.00,0.00,false
ATM003,Soweto Township,2026-08-13T09:20:00,83670.00,0,0,0,3,0,300.00,0.00,false
ATM003,Soweto Township,2026-08-13T13:15:00,84270.00,1,2,1,3,0,400.00,1000.00,false
ATM003,Soweto Township,2026-08-13T17:00:00,83970.00,3,1,1,2,0,300.00,0.00,false
ATM003,Soweto Township,2026-08-14T09:20:00,85270.00,0,0,0,0,1,200.00,1500.00,false
ATM003,Soweto Township,2026-08-14T13:45:00,85070.00,3,1,1,1,0,200.00,0.00,true
ATM003,Soweto Township,2026-08-14T17:20:00,84470.00,0,0,6,3,0,600.00,0.00,false
ATM003,Soweto Township,2026-08-15T09:20:00,83480.00,0,2,3,6,1,990.00,0.00,false
ATM003,Soweto Township,2026-08-15T13:45:00,84150.00,1,1,2,2,0,330.00,1000.00,false
ATM003,Soweto Township,2026-08-15T17:00:00,83660.00,2,1,3,6,1,990.00,500.00,true
ATM003,Soweto Township,2026-08-16T09:10:00,82700.00,1,0,3,2,3,960.00,0.00,false
ATM003,Soweto Township,2026-08-16T13:00:00,82600.00,1,2,5,3,0,600.00,500.00,false
ATM003,Soweto Township,2026-08-16T17:10:00,82360.00,2,1,0,2,0,240.00,0.00,false
ATM003,Soweto Township,2026-08-17T09:15:00,81760.00,3,1,3,2,1,600.00,0.00,false
ATM003,Soweto Township,2026-08-17T13:15:00,81160.00,0,0,2,3,1,600.00,0.00,false
ATM003,Soweto Township,2026-08-17T17:30:00,80560.00,2,4,4,3,0,600.00,0.00,false
ATM003,Soweto Township,2026-08-18T09:20:00,80760.00,0,0,0,1,1,300.00,500.00,false
ATM003,Soweto Township,2026-08-18T13:30:00,81460.00,0,0,0,1,1,300.00,1000.00,false
ATM003,Soweto Township,2026-08-18T17:15:00,82160.00,0,0,2,0,1,300.00,1000.00,false
ATM003,Soweto Township,2026-08-19T09:20:00,82660.00,0,0,2,2,1,500.00,1000.00,false
ATM003,Soweto Township,2026-08-19T13:30:00,82060.00,0,0,2,1,2,600.00,0.00,false
ATM003,Soweto Township,2026-08-19T17:10:00,81760.00,0,0,2,2,0,300.00,0.00,false
ATM003,Soweto Township,2026-08-20T09:45:00,80940.00,1,3,3,2,2,820.00,0.00,false
ATM003,Soweto Township,2026-08-20T13:30:00,81620.00,0,1,2,3,2,820.00,1500.00,false
ATM003,Soweto Township,2026-08-20T17:45:00,81120.00,1,2,1,2,1,500.00,0.00,false
ATM003,Soweto Township,2026-08-21T09:10:00,81320.00,1,2,5,3,1,800.00,1000.00,false
ATM003,Soweto Township,2026-08-21T13:45:00,82320.00,3,6,3,2,0,500.00,1500.00,true
ATM003,Soweto Township,2026-08-21T17:10:00,82020.00,0,0,0,3,0,300.00,0.00,false
ATM003,Soweto Township,2026-08-22T09:00:00,81920.00,0,0,2,5,0,600.00,500.00,false
ATM003,Soweto Township,2026-08-22T13:45:00,80960.00,2,2,2,4,2,960.00,0.00,false
ATM003,Soweto Township,2026-08-22T17:45:00,80860.00,1,2,5,1,1,600.00,500.00,false
ATM003,Soweto Township,2026-08-23T09:00:00,80140.00,2,0,2,4,1,720.00,0.00,false
ATM003,Soweto Township,2026-08-23T13:15:00,79420.00,1,3,1,4,1,720.00,0.00,true
ATM003,Soweto Township,2026-08-23T17:20:00,79180.00,2,1,0,2,0,240.00,0.00,false
ATM003,Soweto Township,2026-08-24T09:30:00,78780.00,4,3,0,1,1,400.00,0.00,false
ATM003,Soweto Township,2026-08-24T13:45:00,78380.00,1,2,3,2,0,400.00,0.00,false
ATM003,Soweto Township,2026-08-24T17:00:00,78580.00,1,2,3,6,0,800.00,1000.00,false
ATM003,Soweto Township,2026-08-25T09:30:00,79250.00,1,1,0,3,0,330.00,1000.00,false
ATM003,Soweto Township,2026-08-25T13:45:00,79920.00,3,0,2,0,1,330.00,1000.00,false
ATM003,Soweto Township,2026-08-25T17:00:00,79930.00,1,4,2,4,2,990.00,1000.00,false
ATM003,Soweto Township,2026-08-26T09:00:00,79530.00,1,2,1,3,0,400.00,0.00,false
ATM003,Soweto Township,2026-08-26T13:00:00,79730.00,0,0,4,4,1,800.00,1000.00,false
ATM003,Soweto Township,2026-08-26T17:20:00,80030.00,0,0,0,2,0,200.00,500.00,false
ATM003,Soweto Township,2026-08-27T09:20:00,80700.00,1,1,0,1,1,330.00,1000.00,false
ATM003,Soweto Township,2026-08-27T13:30:00,80380.00,1,3,3,5,3,1320.00,1000.00,false
ATM003,Soweto Township,2026-08-27T17:20:00,79880.00,1,2,5,2,0,500.00,0.00,false
ATM003,Soweto Township,2026-08-28T09:15:00,78560.00,0,1,6,4,3,1320.00,0.00,false
ATM003,Soweto Township,2026-08-28T13:00:00,78730.00,1,1,0,1,1,330.00,500.00,false
ATM003,Soweto Township,2026-08-28T17:00:00,78400.00,1,1,2,0,1,330.00,0.00,false
ATM003,Soweto Township,2026-08-29T09:20:00,79540.00,1,0,1,1,1,360.00,1500.00,false
ATM003,Soweto Township,2026-08-29T13:15:00,79180.00,2,2,2,2,0,360.00,0.00,false
ATM003,Soweto Township,2026-08-29T17:30:00,78700.00,1,1,5,0,1,480.00,0.00,false
ATM003,Soweto Township,2026-08-30T09:15:00,78460.00,0,2,2,1,0,240.00,0.00,false
ATM003,Soweto Township,2026-08-30T13:30:00,78220.00,0,2,2,1,0,240.00,0.00,false
ATM003,Soweto Township,2026-08-30T17:15:00,77620.00,1,2,1,3,1,600.00,0.00,false
